person_code,first_name,last_name,email,role,school_code,school_name
S17-DEL-015,James,Perez,jamesperez@school17.com,delegate,S17,School 17
S17-DEL-016,Lucas,Young,lucasyoung@school17.com,delegate,S17,School 17
S17-DEL-017,Chris,Robinson,chrisrobinson@school17.com,delegate,S17,School 17
S17-DEL-018,Avery,Hernandez,averyhernandez@school17.com,delegate,S17,School 17
S17-DEL-019,Jack,Jackson,jackjackson@school17.com,delegate,S17,School 17
S17-DEL-020,Amelia,Flores,ameliaflores@school17.com,delegate,S17,School 17
S17-DIR-001,Olivia,Jackson,oliviajackson@school17.com,delegate,S17,School 17
S18-DEL-001,David,Smith,davidsmith@school18.com,delegate,S18,School 18
S18-DEL-002,Jordan,Lee,jordanlee@school18.com,delegate,S18,School 18
S18-DEL-003,Quinn,Smith,quinnsmith@school18.com,delegate,S18,School 18
S18-DIR-001,Ava,Williams,avawilliams@school18.com,delegate,S18,School 18
S19-DEL-001,Lucas,Wright,lucaswright@school19.com,delegate,S19,School 19
S19-DEL-002,Quinn,Robinson,quinnrobinson@school19.com,delegate,S19,School 19
S19-DEL-003,Jordan,Sanchez,jordansanchez@school19.com,delegate,S19,School 19
S19-DEL-004,Nathan,Gonzalez,nathangonzalez@school19.com,delegate,S19,School 19
S19-DEL-005,Sam,Lopez,samlopez@school19.com,delegate,S19,School 19
S19-DEL-006,Alex,Sanchez,alexsanchez@school19.com,delegate,S19,School 19
S19-DEL-007,Nathan,Young,nathanyoung@school19.com,delegate,S19,School 19
S19-DEL-008,Ella,Flores,ellaflores@school19.com,delegate,S19,School 19
S19-DEL-009,Jamie,Harris,jamieharris@school19.com,delegate,S19,School 19
S19-DIR-001,Mia,Hernandez,miahernandez@school19.com,delegate,S19,School 19
S20-DEL-001,Casey,Thompson,caseythompson@school20.com,delegate,S20,School 20
S20-DEL-002,Dylan,Thomas,dylanthomas@school20.com,delegate,S20,School 20
S20-DEL-003,Luke,Garcia,lukegarcia@school20.com,delegate,S20,School 20
S20-DEL-004,Emma,Nguyen,emmanguyen@school20.com,delegate,S20,School 20
S20-DEL-005,Chris,Lee,chrislee@school20.com,delegate,S20,School 20
S20-DEL-006,Mason,Gonzalez,masongonzalez@school20.com,delegate,S20,School 20
S20-DEL-007,Emma,Martinez,emmamartinez@school20.com,delegate,S20,School 20
S20-DEL-008,Quinn,Garcia,quinngarcia@school20.com,delegate,S20,School 20
S20-DEL-009,Ava,White,avawhite@school20.com,delegate,S20,School 20
S20-DEL-010,Riley,Young,rileyyoung@school20.com,delegate,S20,School 20
S20-DIR-001,Michael,Perez,michaelperez@school20.com,director,S20,School 20
S06-CHA-001,Jordan,Young,jordanyoung@school6.com,chair,S06,School 6
S06-CHA-002,Quinn,Anderson,quinnanderson@school6.com,chair,S06,School 6
S06-CHA-003,Avery,King,averyking@school6.com,chair,S06,School 6
S06-CHA-004,Casey,Smith,caseysmith@school6.com,chair,S06,School 6
S06-CHA-005,Mason,Lewis,masonlewis@school6.com,chair,S06,School 6
S06-CHA-006,David,Clark,davidclark@school6.com,chair,S06,School 6
S06-CHA-007,Ben,Lopez,benlopez@school6.com,chair,S06,School 6
S06-CHA-008,Emma,Taylor,emmataylor@school6.com,chair,S06,School 6
S06-CHA-009,Ben,Hernandez,benhernandez@school6.com,chair,S06,School 6
S06-CHA-010,Emma,Lewis,emmalewis@school6.com,chair,S06,School 6
S06-CHA-011,Jack,Flores,jackflores@school6.com,chair,S06,School 6
S06-CHA-012,Luke,Robinson,lukerobinson@school6.com,chair,S06,School 6
S06-CHA-013,Morgan,Ramirez,morganramirez@school6.com,chair,S06,School 6
S06-CHA-014,Matthew,Wilson,matthewwilson@school6.com,chair,S06,School 6
S06-CHA-015,Noah,Rodriguez,noahrodriguez@school6.com,chair,S06,School 6
S06-EXE-001,Morgan,White,morganwhite@school6.com,Executive,S06,School 6
S06-EXE-002,Luke,Williams,lukewilliams@school6.com,Executive,S06,School 6
S06-EXE-003,Lucas,Jones,lucasjones@school6.com,Executive,S06,School 6
S06-EXE-004,Ella,Ramirez,ellaramirez@school6.com,Executive,S06,School 6
S06-EXE-005,Matthew,Harris,matthewharris@school6.com,Executive,S06,School 6
